TECH,MNUMCR,MNUMYR,CAPAVAIL,CAPLAN,CAPNEW
SMR,11,36,0,0,0.1
SMR,11,37,0,0,0.1
SMR,11,38,0,0,0.1
SMR,11,39,0,0,0.1
SMR,11,40,0,0,0.1
SMR,11,41,0,0,0.1
SMR,11,42,0,0,0.1
SMR,11,43,0,0,0.1
SMR,11,44,0,0,0.1
SMR,11,45,0,0,0.1
SMR,11,46,0,0,0.1
SMR,11,47,0,0,0.1
SMR,11,48,0,0,0.1
SMR,11,49,0,0,0.1
SMR,11,50,0,0,0.1
SMR,11,51,0,0,0.1
SMR,11,52,0,0,0.1
SMR,11,53,0,0,0.1
SMR,11,54,0,0,0.1
SMR,11,55,0,0,0.1
SMR,11,56,0,0,0.1
SMR,11,57,0,0,0.1
SMR,11,58,0,0,0.1
SMR,11,59,0,0,0.1
SMR,11,60,0,0,0.1
SMR,11,61,0,0,0.1
SMR_ADV,1,1,0,0,0.1
SMR_ADV,1,2,0,0,0.1
SMR_ADV,1,3,0,0,0.1
SMR_ADV,1,4,0,0,0.1
SMR_ADV,1,5,0,0,0.1
SMR_ADV,1,6,0,0,0.1
SMR_ADV,1,7,0,0,0.1
SMR_ADV,1,8,0,0,0.1
SMR_ADV,1,9,0,0,0.1
SMR_ADV,1,10,0,0,0.1
SMR_ADV,1,11,0,0,0.1
SMR_ADV,1,12,0,0,0.1
SMR_ADV,1,13,0,0,0.1
SMR_ADV,1,14,0,0,0.1
SMR_ADV,1,15,0,0,0.1
SMR_ADV,1,16,0,0,0.1
SMR_ADV,1,17,0,0,0.1
SMR_ADV,1,18,0,0,0.1
SMR_ADV,1,19,0,0,0.1
SMR_ADV,1,20,0,0,0.1
SMR_ADV,1,21,0,0,0.1
SMR_ADV,1,22,0,0,0.1
SMR_ADV,1,23,0,0,0.1
SMR_ADV,1,24,0,0,0.1
SMR_ADV,1,25,0,0,0.1
SMR_ADV,1,26,0,0,0.1
SMR_ADV,1,27,0,0,0.1
SMR_ADV,1,28,0,0,0.1
SMR_ADV,1,29,0,0,0.1
